Token,Frequency
ztw,1
peras,2
beliau,6
blacklist,1
ikan,4
ranting,1
saring,1
baguscm,1
isiupdate,1
rbisi,1
luaaamaaaa,1
sekalibener,1
thnk,1
you,3
ugalanada,1
sambar,2
kabur,13
aplikaasi,1
kang,2
ujang,2
humble,3
seriusss,1
jarang,6
act,1
makasihh,1
bangg,1
mood,4
grgr,3
wkwk,4
maksim,13
ngg,1
merspon,1
diver,3
perkosa,2
public,1
sedot,7
rusia,3
negara,2
doyan,1
perang,1
orangorang,2
tujuanbeda,1
kitamohon,1
berat,8
jengkel,2
rakyat,3
nyansangat,1
baiksopir,1
promonya,5
ngirder,1
betulin,2
jobb,1
nyangkut,10
apapa,1
apain,1
halo,2
inu,1
perbaikin,5
urusin,3
eroor,2
betah,1
gojekgrab,3
ngalahin,1
tempel,1
iklan,5
percis,1
fasat,1
pcs,1
br,3
cat,2
gr,1
kumpul,1
pengkol,1
menang,1
seragam,2
nerbudaya,1
seklianya,1
bnrr,1
super,6
duper,2
alah,1
batalain,2
giat,2
becus,4
nganterinnya,1
tanya,15
syarat,3
cepet,12
ambontarif,1
draiver,3
inti,6
hancurin,1
driveryg,2
disalahgunakan,2
kala,1
gaptek,1
tahu,11
dinaikin,4
maksimum,1
dar,3
pemgaturan,1
timbang,1
msih,3
dear,4
team,3
bahan,2
inputan,1
tambahn,1
delvery,1
tugas,2
kmrn,1
smpt,1
hampers,2
lebaran,2
ybs,1
merespon,3
thks,1
juang,2
patah,1
ketat,6
parahhhhh,1
susahhhh,1
mantapp,1
fiturnya,8
palalu,1
nombok,1
bngst,1
delay,5
jelekmasa,1
makananfoodcari,1
mantappp,3
denga,2
foot,1
sni,1
angebug,1
gesit,1
suriansyah,1
ktbca,1
sanggt,1
sannggattt,1
sekaliiii,1
sejahtera,5
input,2
messageaplikasi,1
ekonimis,1
muak,1
napigatot,1
donk,15
deliver,2
kritik,5
mh,1
poko,10
barokah,3
njih,1
jls,6
memberitahukan,1
deaiprnya,1
gamasuk,2
do,1
anggota,2
kmu,1
sifat,2
sayo,1
dengar,7
yo,1
roy,1
delmax,1
vin,1
h,1
talas,1
dtwf,1
aplagi,1
laen,2
suru,3
double,6
rendah,6
maap,4
ikhlas,9
mantul,1
friendly,3
tiktok,2
viral,3
malakin,1
krupuk,5
baret,1
sial,5
haram,4
sumpahin,3
maling,5
pengoder,1
dang,1
sepedamotor,2
pandang,2
naf,1
walopun,3
rela,1
sepeda,6
mulai,6
hingga,2
karnakan,1
cam,3
mapping,1
delete,1
ngirim,5
taaauuuu,1
klean,1
dngo,1
pantesan,1
pkai,2
gera,3
hamil,2
bls,1
ah,5
sangaatt,1
bermanfaaat,1
injak,1
becek,2
bersahabay,1
anehdriver,1
baperan,1
pelayyaan,1
unit,1
yogyakarta,3
stu,1
tuk,2
luas,3
mewah,1
rezeky,1
banh,1
jelasberapa,1
kasproya,1
lahmana,1
lagimending,1
danalink,1
soban,1
set,4
rekomended,1
bloon,2
yth,2
maximtolong,1
bntu,1
trnsksi,1
mei,3
trnyta,2
zoonk,1
krg,1
mampu,3
yng,3
greb,2
gojeg,2
mng,1
jalanin,1
limit,2
otppadahal,1
ajah,6
menelvon,1
blum,3
suami,3
mncari,1
malaysia,2
rangin,2
efektif,2
ain,2
dikumpulin,1
loginnya,1
kedai,1
cariin,1
makann,1
jlk,2
dimasukin,1
puastidak,1
mapalamat,1
charge,4
tolkatanya,1
pool,1
ready,1
mahalkaget,1
aplikasimungkin,1
pegawai,3
penumpangpadahal,1
sendirikalau,1
tol,4
pemberitahuansaat,1
tahukapok,1
bisnis,1
sekalu,1
sat,3
mantab,2
bantuannyasangat,1
gilran,1
smpe,6
jaln,1
tambhin,1
komplenan,1
bapk,1
positif,4
bantusudah,1
cust,4
ngerugiin,4
kya,6
tb,5
instal,8
msh,5
zonk,4
baiktingkatkan,1
ribetttsaya,1
waletkaspro,1
darurat,3
iphone,1
pro,4
fi,1
men,1
tertib,4
misterius,1
promosi,5
hehehehehe,1
updgrade,1
apotek,1
sngatt,1
krim,2
fto,1
maxcim,1
endap,2
new,1
ordern,1
mlah,3
bkurg,1
gblok,1
setan,2
inimohon,1
gunaaa,1
recommended,4
murahtapi,2
makas,3
lagiii,1
loadingnya,2
oderan,2
yunitnya,1
semenjak,3
sebenrnya,1
cumn,1
terimkasih,1
tani,1
mangantar,1
koontooll,1
malu,1
laki,1
masyarakat,2
cepattt,1
recomend,2
sliweran,1
nanya,4
godain,1
nambahin,1
ngaret,4
ngaretnya,1
dk,5
nyamannnn,1
informasi,3
obrol,4
askes,1
media,2
hallo,2
updatenya,1
gunaklo,1
jngn,3
lagibuang,1
sex,1
nyetir,3
drivernyaapa,2
tutupgak,1
tulisanya,1
kerkof,2
nanjung,2
gimananini,1
kelola,1
updatesaya,1
ojekaplikasi,1
taxsee,3
bodong,1
security,1
protexci,1
bnyak,6
telusur,3
kgk,3
kaasta,1
rendag,1
serg,1
buluk,1
apani,1
cept,1
terptong,1
jazakallah,1
khair,2
katsiran,1
jagan,3
datengin,1
imingi,1
klarifikasi,1
konfir,3
justru,2
respond,1
kontak,7
kaca,5
spion,2
calya,3
sigra,4
kap,2
belakang,4
kaum,1
kec,2
pakisaji,1
kab,2
malang,2
jawa,3
timur,1
april,4
pukul,1
ingat,3
internal,1
airport,1
mapingnya,1
sedih,3
bagusss,2
cepatmemuaskan,1
rabu,1
pekanbaru,2
provinsi,1
riau,1
pramuka,2
rsud,1
arifin,1
ahmad,1
ngancem,3
mukulin,1
lanjutin,1
ragu,4
jelassssssss,1
gda,2
bangsattt,1
kecewakok,1
notifnya,1
hatitks,1
driverlancar,1
adem,1
ayem,1
ide,1
haruse,1
belum,6
bkl,1
mrahin,1
bpak,1
banhet,1
persen,1
antem,2
gra,3
ngototan,1
setop,1
makek,1
next,1
terimah,2
saat,7
otorisasi,6
nasib,4
unistall,1
ridernya,1
lambattt,1
nembaknya,1
by,3
jugajadi,1
diimingi,1
dbest,1
pkek,1
atributtpi,1
mslah,1
mtor,1
helmnytolongla,1
cuci,1
dakianpayah,1
jorok,1
ma,5
adminmaf,1
ktmu,1
negatif,2
sndiri,3
lemah,2
fatal,2
menyalahgunakan,2
bisaaa,2
test,2
lagidehhh,1
mapsssudah,1
mwnit,1
nyasarpadahal,1
rinci,1
jugaa,2
website,1
afk,1
ajing,2
semu,1
semuga,1
halang,2
jelasbukan,1
berturutturut,1
itu,3
ratarata,4
nelp,1
atributseperti,1
puter,2
tenaga,3
ojolnya,3
bakar,1
impression,1
mksi,1
bikinin,1
lima,2
pemrosesan,1
nggeh,1
buk,1
hal,1
gantung,3
trkadang,1
driverdtiver,1
pintuchat,1
masuktlg,1
bersidriver,1
ramahmusik,1
rujak,1
kulkas,1
tony,1
karyanto,1
muda,3
kugc,1
sekalisenang,1
deeper,1
omelin,3
dreper,1
asnur,1
karim,1
dtdr,1
perbaiaykarema,1
tetwp,1
castemer,1
pickup,2
muk,1
dicopy,1
nyeseeellll,1
nunggukaya,1
upgrade,6
management,2
sebel,2
bahas,1
merchant,6
tambahin,6
sesal,5
amaaaaaaaaatttt,1
lelettttt,1
laintidak,1
rasanyajaket,1
laindi,1
gadut,1
tilatang,1
kamang,1
agam,1
sumbarsaya,1
indriver,3
maximkalian,1
nyabiar,1
lemottt,1
kasianndriver,1
pesann,1
ehhhh,1
koq,2
emis,1
leceh,5
meng,1
paha,1
adik,2
jugabkena,1
adab,1
akuuuu,1
mixue,1
mahall,1
follow,1
about,1
kamera,1
difitur,1
jenis,5
bentuk,1
ukur,1
gambar,6
doank,4
nyesal,1
ewalletnya,3
gaenak,1
efek,3
dpat,3
trimksi,1
abaang,1
mlm,3
demm,1
mnggil,1
stok,1
obt,1
alhmdulillah,2
nolongin,1
indo,1
transpor,1
singah,1
herannn,1
rinto,1
siagian,1
abuabu,2
bpdq,1
curang,3
ampas,2
ngetik,3
kga,1
ketemuapaan,1
bernamahanya,1
kotak,4
krtu,1
smrtfreen,1
dkirim,2
ratus,3
dcoba,1
amburadul,2
mintak,4
berjamjam,1
tanyain,1
mintain,2
loby,2
maxin,1
kentel,1
express,2
minum,2
attitudenya,3
ngantuk,1
humblewangi,1
jmpt,1
hihihi,1
canda,1
kelamin,3
alhamdulillahpertama,1
insya,1
bgtt,2
sippp,1
pol,2
omong,4
nyadan,1
byak,2
payahh,2
format,3
hpnya,2
elizaman,1
natalis,1
gea,1
daihatsu,5
bkaes,1
jelasss,1
pebgemdipadahal,1
ajarin,1
aplikatornyamaps,1
susahga,1
modal,1
krja,1
mapsmau,1
abai,3
keselamatanbuat,1
baikpake,1
lahjelas,1
yt,1
woeee,1
balikkk,1
maximmmm,1
tele,2
responsekalinya,1
jugaaa,1
hadehhh,1
nihh,1
teledor,1
mnit,3
stelah,1
lgsung,2
silent,2
logika,2
dihub,1
orderjd,1
jngkau,1
drver,2
burikk,1
kenpa,2
goridenya,1
benah,4
satun,1
tagih,8
gppa,1
brapa,1
ngelunjak,1
tujuandi,1
balastolong,1
disiplin,2
catat,3
hadehhhh,1
berubahdr,1
ribudriver,1
sopangak,1
ramahsaya,2
gate,1
bangat,5
hilangin,1
trip,2
ngetuk,1
angel,2
cocok,5
ininaik,1
a,2
jelasbikin,1
penggunaorder,1
ramahmenggemudi,1
santai,4
rekeninsangat,1
melaksanakn,1
muka,6
ustadz,1
tampang,1
preman,3
latih,2
slbn,1
tambora,1
standby,1
hai,3
murid,3
disabilitas,1
komunikatif,3
bosan,1
bageur,1
maximal,1
aps,3
napa,3
dahhh,2
milih,8
trossss,1
nravel,1
trosss,1
gagalkurang,1
semuanyamasih,1
yakalo,1
sempurna,3
juwantoro,1
bgaeo,1
sia,3
applikasi,1
server,2
uptade,1
lucu,7
ade,3
semalem,1
lawan,5
halte,3
sunter,2
besar,13
jt,1
wanggi,1
komfirmasi,1
sistematis,2
taat,1
perintah,4
pling,4
cilok,2
tabung,1
diajarin,1
ngadu,1
perkara,3
pelayananya,5
goood,1
nyamandan,1
motoraplikasi,1
todak,1
semtara,1
keliling,3
jmput,3
sus,2
palu,2
provsulawesi,1
pungut,1
sedng,1
kn,4
terapkn,1
tentang,1
dngn,3
slogan,1
nyakecewa,1
sabarthks,1
ilang,5
yuo,1
nakalbeberapa,1
yll,1
kmdengan,1
note,1
perempuanumur,1
thnan,1
nenek,1
th,1
kampunghnya,1
mobilsaya,1
lpadahal,1
dancok,2
diinput,1
ngatar,1
kamu,3
cecep,1
anwar,1
sanusi,1
tow,1
pada,1
tujuansering,1
inisaran,1
timpa,1
lainmisalnya,1
salahkasih,1
poin,3
maxom,1
os,1
cpat,3
baikakan,1
waktubahkan,1
strategis,1
tks,3
rejekinya,5
jutek,2
usut,3
tsb,2
coustemer,1
tunjuk,4
buta,7
sejak,3
mapsbug,1
lemotorderan,1
sulawesi,3
aktifitu,1
molor,1
haruasnya,1
berani,2
ngeluarin,1
trimksih,1
hantar,1
cepetkurir,1
irit,2
kasij,1
boong,3
kantong,3
buyer,1
sahaja,1
bangsat,2
skrang,1
doublemasa,1
lagikdg,1
nympe,1
nyampeparah,1
plyanan,1
dajal,1
dajjal,1
sampek,6
pajero,1
naise,1
baiktetap,1
tuhan,2
berkat,1
mw,2
sabr,1
rbtaunya,1
drivernyesel,1
tpo,1
kasprouangya,1
padahaltolong,1
ehh,1
apl,12
tunaipadhal,1
agama,2
gereja,2
puluh,7
gt,3
nempel,1
lepas,1
dilaporin,1
ngeclaim,1
kendor,1
ngajak,4
debat,3
pcr,1
tlg,1
tatakrama,1
hahahahaha,1
tmn,6
susul,1
sempat,5
pisau,2
tgn,1
kosong,5
diksih,1
panik,2
ss,2
ngajuin,1
kerjain,1
gacorr,1
saama,2
alesan,7
gaco,3
tebet,2
stasiun,5
ujan,5
ride,4
deres,1
dsrh,1
ayo,3
btnya,1
inisiatif,1
ngsh,1
kecancle,1
baju,3
lepek,1
ilham,2
sudy,1
adk,1
mrmberi,1
sgt,2
efisiensi,1
bandung,1
sekalipun,1
feedback,2
bukacode,1
emergency,1
nyetirnya,2
route,1
putar,3
bgtu,2
bkin,2
kslo,1
haris,1
rua,1
tifsk,1
lirim,1
gal,1
afs,1
atsu,1
orgkos,1
ajalebih,1
nyatak,1
gocengmaxim,1
naikwaduhhh,1
kaget,4
ngakalin,1
seolaholah,2
adadicancel,1
carnya,2
beras,1
liter,2
pertalite,1
porsi,1
bakso,1
ribugila,1
kaliauto,1
maksi,1
vermak,2
nyariin,1
kanto,1
loginaplikasi,1
unistal,1
expired,1
ruwet,5
buah,2
cacad,1
cair,2
ato,2
jelassaldo,1
apasaya,3
pengemuditerus,1
sales,4
rugisaya,1
rupiah,5
laju,1
benahin,1
gih,1
gantiin,1
banded,1
angkot,2
tembak,2
jdnya,4
jl,4
rantau,1
sidoarjo,3
kemanamana,2
atmewallet,1
bngetgak,1
taiigak,1
seperti,1
briefing,1
miris,4
sdm,5
mode,2
disukain,1
bayi,2
karena,3
dijalannama,1
sunedi,1
gunung,2
putri,2
go,3
carplat,1
himbauan,1
nmax,3
pdd,1
ferdy,1
taufiqurahman,1
lintas,2
aplikasix,1
kolom,2
ganteng,5
apaapa,1
huh,3
sanggau,1
kalimantan,2
barat,4
aktf,1
gbisa,3
me,2
ngencel,1
ngerubah,3
yaman,1
stress,2
chas,1
etikat,1
kasus,8
grcep,1
mxim,2
dimarahin,1
wangiiiii,1
bangeeet,1
kash,1
laris,1
manissss,1
rejeki,3
sekrg,1
ajha,2
istri,5
sekalidua,1
komenan,1
satelit,1
bolak,2
gmaps,3
nyocokin,1
maf,2
uinstal,1
lgpercuma,1
kmren,3
kodeymslahy,1
joss,1
ksh,8
abngnya,2
kerjasamanya,2
lagiiii,1
semangattt,1
orderannyaa,1
nyane,1
bangsa,3
indonesiaga,1
stabilpadahal,1
kekerjaanpayaaaaahhh,1
epayment,1
ja,3
draivernya,1
brifa,1
sd,2
tlong,3
ttpi,1
black,2
banger,1
call,3
center,3
interaksi,1
tinjau,3
btl,2
asyuugx,1
my,1
gaush,2
desak,3
drivergak,1
dreiver,1
bangke,4
tidaj,1
sekarangdriver,1
capek,7
maantap,1
awalawal,1
milihmilih,1
watak,1
jarakjarak,1
sekira,1
bijak,3
karyawan,6
bagusdriver,1
updeate,1
sekaranga,1
otoritas,2
restrart,1
garis,6
lag,4
balap,3
z,1
hhah,1
gituuu,1
selatan,3
atensi,1
pasu,2
hape,1
okpuas,1
noga,1
pekerjaanya,1
nampak,5
just,1
feel,1
embarrassed,1
right,1
now,1
ponakan,1
sayadan,1
banting,2
sanggup,1
begtu,1
pnjemputan,1
ptsito,1
suatu,2
juta,1
tanggulang,1
ati,2
pasar,5
turi,1
surabaya,2
bungurasih,1
getok,1
alsan,1
parkr,1
diterusin,1
akan,1
pinalty,1
penjemputantujuan,1
dibenahin,1
trnyata,1
boongan,1
kola,2
masukkebuang,1
bagusdan,1
terecord,1
ng,3
calon,2
responsip,1
sory,1
situasi,1
nampung,2
tegur,7
offkan,1
bapake,1
sepakat,2
parahhh,3
mreka,2
nunjukin,2
jalannlewat,1
buanget,2
dtgnya,1
mnurut,1
sesi,1
stres,1
baranggada,1
luamaa,1
bknya,2
gabole,1
kerjaaa,1
naikkin,1
ganguan,1
apalikasi,1
mbak,1
spg,1
pimpin,1
ktitik,1
gaduh,1
gairah,1
sepelein,1
kuasa,3
title,1
power,1
jidat,3
gertak,1
polisi,3
office,3
bedain,2
rekrut,1
paraaah,1
trouble,1
resmi,2
penipuangak,1
hebat,1
nyolong,1
btw,2
ngantar,3
colong,1
pls,2
mesti,3
lcak,1
trimakaihh,1
memuaaskan,1
toxic,3
tes,2
risih,2
eka,1
supraman,1
nekat,2
lebihin,5
mama,1
fisik,2
pelanggansusah,1
jelassaya,1
waspadatakutnya,1
rekening,3
jebol,1
burikkkk,1
manthap,1
mknn,1
gilaa,2
bkn,2
rekomen,2
hipnotis,1
kebnyakan,1
peak,1
persetan,1
latar,1
pampang,1
berkalikali,2
nganggur,1
responsif,3
tdi,1
malesin,1
sendiridi,1
terupdate,2
debittftopup,1
errorsering,1
tempuh,2
sesuaiargo,1
hu,1
aplnya,2
liar,1
jujurly,1
kirain,5
kpd,2
tangga,1
nyri,1
reimburse,2
minim,4
transparan,2
inibila,1
mirip,2
bilngnya,1
hoakkkk,1
ngilangin,1
wangiso,1
far,1
komplitthx,1
delate,1
rapih,3
penumpangaplikasi,1
manteps,1
jelekkk,1
lh,5
jrak,2
terbebanin,1
dngan,1
dkat,1
jrk,1
dimapsnya,1
kekeh,1
tipuk,1
nnti,2
karya,1
coksmsnya,1
terimakasihkeadaan,1
deras,4
orderankelihatan,1
orangnyaterimakasih,1
dimatiin,4
capai,1
rejekinyaa,1
andal,2
drivee,1
rekomendasiin,2
dbnding,1
gni,2
lenyap,1
puass,1
ramahtenang,1
dengn,1
woylah,1
dkira,1
fiktiv,1
indra,1
sakti,1
lubis,1
ayla,1
bdoq,1
rmh,2
gbsa,2
kereta,10
kampung,3
guru,2
applikasinya,1
noo,2
brenti,1
paraaahh,1
itikad,3
baikbener,1
asemmm,1
tri,3
sepak,1
kejam,1
sadis,1
awesome,1
benarin,1
lahh,3
ayam,1
geprek,1
sate,1
kakap,1
jelalat,1
macem,2
gen,1
gatel,1
estimasih,1
saking,1
dibtalin,1
uangya,1
ibuk,1
asil,1
tanda,4
waktudrivernya,1
ramahberhati,1
tujuanalhamdulillah,1
druiver,1
produk,1
pastilogin,1
virifikasi,1
jayapura,2
hehe,2
hahha,1
cargo,4
ayooo,1
adlh,1
hadiah,1
smiggle,1
apilikasi,1
gerat,1
gl,1
pakeminimal,1
ngeghosting,1
teguh,1
septian,1
fubv,1
xx,1
pinter,2
atitude,2
banned,1
ckup,1
skem,1
mam,1
say,2
aingin,1
buaya,1
anjirrrrr,1
fak,2
minjemin,1
bodohmap,1
masuklog,1
aiplikasi,1
dilevery,1
ramahsangat,2
gorontalo,1
bhkan,2
tda,1
sangkut,2
paut,1
ottp,1
consumer,1
lebar,2
pis,1
hanutnuhun,1
pembayarantop,1
perbaikaan,1
debu,3
ngirup,1
panas,3
himbau,1
manusiawi,4
manusia,2
rodi,2
eee,1
lohhhh,1
jelasmasak,1
nafkah,2
balikpapan,2
kreen,1
baikramahdijemput,1
jiwa,3
pngemudi,1
sebelumnyaadmin,1
curhat,1
derefer,1
nuduh,1
ngejelekin,1
menggangu,1
sambung,1
koin,2
ramahamandan,1
jelaaaaaaas,1
kunaon,1
asia,1
goblok,1
aing,1
teu,1
ge,1
suratsaya,1
tinggl,1
brg,1
surat,2
tertinggl,1
popup,1
nanyain,1
mancing,1
gaguna,1
buruksumpah,1
maximdownload,1
nyadi,2
ssdh,1
driverny,1
inidriver,1
amanahbisa,1
menituntuk,1
nopal,1
medanbaca,1
yaajangan,1
drivermending,1
namnya,1
hujantentu,1
badan,2
kalqu,1
gag,3
basahmending,1
ngebid,1
kenapaa,2
ongkospengemudi,1
kebut,4
dripda,1
disni,1
penumpangtolong,1
iniudh,1
jantung,1
kmjam,1
anjirr,1
sampenya,2
speedy,1
nyantaitolong,1
diingetin,1
bintangyg,1
sfh,1
review,2
indrive,2
tunjukkin,1
kost,1
cma,2
capeee,2
iniribet,1
memuaskanterima,1
system,1
jmbut,1
ngebut,5
nyenggol,2
lampir,1
kntl,3
promosiinnya,1
bales,4
memori,3
canggih,1
mesin,1
bekicot,1
hrus,2
terkhr,1
aturnnya,1
cepetan,1
pesananalsebelum,1
histori,2
bodo,4
ngendarain,1
l,4
tdinya,1
dimintain,1
dsni,1
semaunyabiasanya,1
alihin,1
nyebelin,1
kampes,1
elo,1
diapaapain,1
bangt,2
heduhhh,1
maapss,1
abdeats,1
dengerin,3
sekaliiiii,1
paksehat,1
amplikasi,1
ngoder,1
jlas,1
nembak,1
ksi,2
akh,1
drivenya,2
rajok,1
kompeten,2
valid,1
dlll,1
scroll,2
dilewatin,1
sikap,6
dampak,1
membantutrimakasih,1
dikerjain,1
jawaborang,1
rupa,2
pontianak,1
ajuhkan,1
rek,1
judes,1
aplkasi,1
keringat,1
klaim,3
ypssi,1
soalx,1
jempu,1
draper,1
batalinn,1
inisangwt,1
martapura,1
ternate,1
psar,1
gamalama,1
tryta,1
dibyar,1
kostumer,1
ditipusy,1
sistemx,1
mantabdrivera,1
lngsung,1
cuuussstepat,1
suash,1
ktika,1
pin,2
erorkasihan,1
sewa,1
licin,1
nh,1
tanah,1
ngira,1
situ,5
mknya,1
veloz,1
yamohon,1
drpd,1
suryadi,1
inova,3
banl,1
jijik,1
ngerem,1
dadak,2
thn,1
jatuh,1
bangku,1
notice,1
kriminal,1
korup,1
mampus,2
menggembalikan,1
kembalianya,1
dzalim,2
ente,6
dunia,2
etah,1
siksa,2
neraka,1
kelak,1
ujuk,1
imbas,1
egois,1
kedzaliman,1
sembahyang,1
kerjane,1
matiin,4
baikbaik,1
serius,3
ngamukmaksudnya,1
kno,1
refund,1
sesat,5
ucap,1
kooperatif,1
transparansi,1
cashless,5
pilihin,1
comot,1
mamangny,1
makanya,6
ngandalin,1
mksh,4
kasihsemoga,1
dalampelayanannya,1
tercancel,2
jlsny,1
bojong,1
nangka,1
iv,1
jatimulya,1
tujuansehingga,1
sesuaipengemudi,1
jalanbeda,1
handal,2
mobilmaaf,1
manokwari,2
mrk,1
pelngganlmeski,1
hargamohon,1
kebih,1
pra,1
nyajgn,2
kln,2
lmarah,1
oernah,1
pedulimeskipun,1
tranper,1
peduli,1
bagong,2
drivermalah,1
gadel,1
wangidrivernya,1
baugak,1
atributgadelrambut,1
gondrong,1
lainbeda,1
kerenn,1
ewalet,2
lainbank,1
digital,3
shopeepay,1
seabank,2
indomaretminusnya,1
yakin,1
akn,1
pnumpang,1
realisasi,1
empati,1
kesi,1
gigih,1
prihartono,1
agya,1
bpgc,1
dripernya,1
malem,2
goride,1
raaamaah,1
pengemudiakun,1
bocor,5
enek,1
syaa,1
kabut,1
kygt,1
jadwal,3
gapapa,2
klw,5
benerloading,1
terusalamat,1
cinta,1
oderin,1
ulasanya,1
grep,2
serah,1
ganiat,1
tamu,1
wajib,6
suspen,3
bbrapa,1
drivwr,1
kominilatif,1
freindly,1
jemputtolong,1
gojekgrabmna,1
jgga,1
bgs,1
aplikasinybukan,1
dapay,1
abangna,1
merepotkangoods,1
pliis,1
kempatan,1
siih,1
laah,1
estimasi,4
danawallet,1
sayatolong,1
okmembantu,1
kastamersi,1
drifer,1
kringat,1
renda,1
nyambung,2
krang,1
oy,1
karyawanmu,1
megang,1
pipi,1
baha,1
cewek,2
kos,1
sariyanto,1
bar,2
jikalau,1
restonya,1
kenyang,1
errorsistemnya,1
burukdisaat,1
kerjaeh,1
mesanmurah,1
begopadahal,1
ber,4
drivernih,1
begoselalu,1
zonkjgn,1
taii,2
jgan,1
hambat,3
ramahhh,1
terimakasihpelayanan,1
ndelok,1
sng,1
didik,1
haryanto,1
bnff,1
kelogout,1
dtxy,1
anjingggmau,1
berangkatno,1
gwdi,1
goblokk,1
satsetsopan,1
id,2
smanya,1
aeon,1
tj,1
rebo,1
hiatory,1
share,1
gaes,1
jelasssss,1
ramahmobil,1
nyopir,1
bget,2
bersihcuma,1
nyalan,1
dululain,1
mula,2
utang,1
ngeri,3
celaka,3
krm,1
ega,1
dengan,3
nyacuma,1
doangapk,1
su,1
kasprosaya,1
ket,1
nyajadi,1
rumit,2
ramahbwa,1
sklithe,1
thebest,1
jco,1
pesa,1
geser,2
anjar,1
rahmat,1
santosa,1
fubq,1
macim,1
mata,3
nuhun,2
hes,1
gianyer,1
thanx,1
delive,2
ktanya,1
rangkasbitung,1
halah,1
gajadi,1
ala,1
kadar,1
numpang,1
coment,2
tim,2
ting,2
tekan,2
denda,1
waitting,1
kendari,2
ngeload,1
asyik,2
kayuringin,1
mengcancle,1
matik,1
jera,3
sendiriini,1
bagaimanatolong,1
pesanandan,1
kasro,1
bagusmakash,1
paksmoga,1
paksmangat,1
nyantolgiliran,1
dtngdah,1
dianteraduh,1
cancelldah,1
ngaruh,1
ternyatapayah,1
makananmana,1
code,2
ramahnyaman,1
ekspresi,1
kurirnyatrima,1
kazol,1
ngurangin,1
uba,1
jelass,1
bp,1
yana,1
dkit,1
kdg,2
konmsumen,1
tlfn,1
ngatai,1
hei,1
sangsi,1
nurunin,2
byee,1
drvrnya,1
blokk,1
loker,1
kualanamu,1
booth,1
agustus,1
ilegal,1
kerjasama,4
maximbaru,1
permasalahin,1
history,2
okdriver,1
seluler,1
kas,2
duitnyakan,1
buangduit,1
publik,1
didownload,3
stiap,1
psen,1
maximgps,1
sellu,1
mnmukan,1
prasangka,1
fery,1
aguswanto,1
be,2
zolim,1
loe,1
screenshot,1
esdebes,1
samsungnya,1
tyb,1
gold,1
itikat,1
star,2
antam,1
lio,1
bilng,2
ikhlasin,1
jajan,1
sklh,1
sampaintujuan,1
terimakasihamanah,1
kilo,1
cuyyy,1
sabarbaik,1
awak,1
smuanya,1
baikhrga,1
hubungin,1
susaaahh,1
dobel,2
enk,2
lebihtapi,1
untum,1
dwngan,1
formal,1
token,1
listrik,1
konter,1
sajabeli,1
adminya,1
masala,1
srobat,1
srobot,1
shock,2
gerobak,1
kebayoran,1
pancoran,1
baja,1
mba,1
opo,1
kon,1
haji,1
po,1
piye,1
kargo,2
dslam,1
tdimau,1
sruh,2
ketnggaln,1
murahh,1
ngasihh,1
gudang,2
numpuk,1
manajemen,1
ramahsemengat,1
wahai,1
yuk,2
getman,3
play,2
store,3
kementriancar,1
gubernur,2
lambok,1
hutasoit,1
bpci,1
ckp,1
percepatpenambahan,1
kesah,1
mendaptakan,1
shopefood,1
begosudah,1
titikin,1
gblg,1
wae,1
djln,1
selip,1
revisi,1
mengatasnamakan,1
kmbali,1
alat,1
tenggara,1
gofood,1
sja,1
dasboard,1
keblock,1
kamrin,1
kayan,1
asyikk,1
inidikit,1
bisabisa,1
btul,1
hapuuus,1
nyalahkan,1
customerkrna,1
mutar,1
jauhorderan,1
jalanada,1
drivernyasangat,1
miriscukup,1
supirnyaa,1
wkwkwk,1
antusias,1
lanjur,1
gadak,1
diamau,1
nukar,1
spbu,2
detik,3
mrga,1
sihotang,1
hapal,1
foundermanager,1
masukloss,1
rilis,1
seliwer,1
trasfer,1
bilg,1
sumbang,1
ansul,1
logo,1
lai,1
verket,1
shopee,1
deleveri,1
oksangat,2
dungu,1
stuck,3
jakethelm,2
cuan,1
muli,1
orderin,1
sodara,1
cendrung,1
ganda,2
ngerima,1
pandai,1
bubar,1
pepe,1
payahdriver,1
pemalasorder,1
malammentng,1
tidk,1
orderansaya,1
ribujadi,1
koktegur,1
langsng,2
kli,1
apalgi,2
dihidupin,1
hidupin,1
bt,2
kurng,1
betingkh,1
nkal,1
kaleng,2
penumpangtutup,1
bagak,1
tranportasi,2
negri,1
trimkash,1
kecilmana,1
susahtolong,1
perbaikidrivernya,1
sebenernya,3
apaapaan,1
gedung,1
lguntuk,1
detikpedahal,1
sekaliini,1
respons,1
or,2
continue,1
mhd,2
ananda,3
ditindaklanjuti,2
anehgak,1
akuratmalah,1
penalty,1
cikarang,1
malespantes,1
berkembangburukkkkk,1
acc,2
berita,1
sperti,3
ngubah,1
batalkann,1
hadeeh,1
ijokah,1
ngechat,2
brifing,1
dibriefing,1
inget,1
arang,1
sjamap,1
akuratklo,1
alamatalamat,1
parahmap,1
mkn,3
afiliasi,1
sopon,1
vertikasi,1
nelpon,1
bags,1
atoh,1
mapa,1
kaspronya,5
tari,1
action,1
ramahbersih,1
ketikasudah,1
bangetsetiap,1
paymant,1
caspro,1
driverwlwpun,1
cashaplikasinya,1
larang,2
kondusif,1
penumpangini,1
aejak,1
ngikut,1
ngelag,1
dellay,1
tuna,1
tailah,1
modus,3
